id,spoken_words,word_count
10543,stink senile buck toothed old mummy bony girl arms smell like elephant butt,20
10544,hey joey twist arm,10
10545,homer tell job okay,11
10546,crush like ant easy revenge dish best served cold bide time oh hell crush like ant,37
10547,,
10548,senile eh buck toothed bony arms liver spots chinless,16
10549,pink slip awaits signature sir,7
10550,odd robbed man livelihood feel strangely tell smithers beaten pulp,27
10551,sir,3
10552,,2
10553,sir,2
10554,,
10555,oh seen mr burns mad kinda mad,13
10556,,
10557,big letter writing pen,7
10558,honey matter happens pull,15
10559,okay plan sisters raise kids die gutter practical means,27
10624,,
10561,okay bart believed trying scare,14
10562,,
10563,know homer simpson,4
10564,yeah nice guy play poker,11
10565,hmmm huh uh need beaten,8
10566,got,3
10567,wait,1
10568,,3
10569,ah,2
10570,wait,1
10571,,1
10572,beat kick,4
10573,hold kicks got,5
10574,wait,1
10575,,1
10576,uh um umm,3
10577,hey homie,6
10578,saved mr burns life,5
10579,,
10580,closing gentle reader like thank thanking misprint enjoyed writing book enjoyed reading end,38
10581,ah smithers beating,6
10582,sir uh beating,6
10583,hell thing,9
10584,called,6
10585,judas,1
10586,sorry sir hurt homer simpson saved life,14
10587,,2
10588,know mad think fair warn going stand outside gate forgive,26
10589,need smithers usual sober ying raging yang er old pal,19
10590,sir wish handshake end afraid simpson matter attend,21
10591,old friend,8
10592,,
10593,moe tavern elite meet drink,8
10594,eh yeah hello mike rotch,9
10595,hold check mike rotch mike rotch hey anybody seen mike rotch lately,15
10596,listen little puke days gon na catch gon na carve ice pick,25
10597,matter homer normal effervescent self,10
10598,got problems moe,9
10599,homer hey drink forget problems,10
10600,yeah drink enhance social skills,10
10601,,
10602,simpsons present extravagant present mad unthinkable utterly impossible present frabulous grabulous zip zoop zabulous present,20
10603,ooo practical,3
10604,cutesy poo,2
10605,cornball,2
10606,pool table mad gon na turn home saloon,15
10607,,
10608,eureka found,4
10609,b sir thirty thousand dollars,6
10610,dare sully moment price taggery perfect,12
10611,,
10612,oh woe,4
10613,oh mr burns,5
10614,,
10615,heave ho heave ho heave ho heave ho heave ho,5
10616,wait dad smiling,4
10617,mr burns brought present,7
10618,think going beaten bloody pulp,18
10619,hard feelings advance copy book rainbow young fellow forgotten,29
10620,wow crowbar,3
10621,open crate stupid,6
10622,tell bet filled diamonds rubies sapphires pearls,14
10623,wow big ugly head,5
10625,actually son big ugly olmec indian head carved meso american indians years ago gruesome customer god war,28
10626,awesome,1
10627,maggie az tec ol mec ol mec,6
10628,marge,5
10629,,4
10630,marge,6
10631,,7
10632,let acquainted señor ta,10
10633,faces smithers,6
10634,sir god generosity,6
10635,save guy life whattaya worse big scary rock,16
10636,hey man bad mouth head,6
10637,homer thought counts moral story good deed reward,19
10638,hey got reward head cool,9
10639,guess moral good deed goes unrewarded,12
10640,wait minute written nasty letter gotten,15
10641,guess moral squeaky wheel gets grease,13
10642,moral story,8
10643,exactly bunch stuff happened,9
10644,certainly memorable days,8
10645,amen,3
10646,,
10647,bart bart hey bart,4
10648,lisa wrong dad died,8
10649,fine,4
10650,know relieved,7
10651,bart birthday days gon na years old big number double digits,21
10652,enjoy changes hit big oh legs start candy taste good anymore,26
12667,lisa,3
10653,bart let pour little heart,11
10654,sorry old timer ramble,10
10655,bart disappointed birthdays things lost broken hours okay forget,37
10656,okay uh huh okay okay okay okay okay okay birthday gift coming way,18
10657,oh thank,3
10658,bart watch maggie laundry,8
10659,,2
10660,hm krusty hotline,3
10661,hi kids reached krusty hotline asked parents permission naughty naughty krusty forgives dollars minute cents additional minute,32
10662,thanks calling kids new message day,9
10663,maggie,1
10664,bart asked watch sister,8
10665,tried stop overpowered,9
10666,stole shirt stole shirt,8
10667,washed,3
10668,oh thank marge pink,6
10669,marge wear pink shirt work everybody wears white shirts popular different,20
10670,homer panic plenty white shirts,10
10671,oh gimme gimme gimme gimme gimme,6
10672,oh pink pink pink marge,12
10673,know happened,8
10674,ah lucky red hat clean whistle,9
10675,,6
10676,homer going notice wear pink shirt work,15
10677,,
10678,wait minute zoom man pink,13
10679,oh homer simpson sir boobs sector,13
10680,simpson eh judging outlandish attire sort free thinking anarchist,14
10681,security sir,4
10682,excellent color monitors paid,9
10683,,
10684,hey homer saved doughnut,7
10685,pink frosting,4
10686,mmm thanks looks hey wait minute wearing pink shirt mean kind pink doughnut eater tempting,31
10687,drop doughnut,3
10688,let pinky,3
10689,understand son threw red hat white laundry,15
10690,spare tired semantics simpson family away,12
10691,know mr burns body cavity search revealed x rayed times maybe telling truth,24
10692,cahoots smithers recall penchant bell trousers,22
10693,uh sir costume plant production pinafore,13
10694,oh yes course spirited hornpipe stole recall doctor shall free wheeling fop,26
10695,monty establishing patient sanity took months changed thanks marvin monroe home personality test simple questions determine crazy meshuggenah,38
10696,print,2
10697,,
10698,honey favor fill form,9
10699,homer intimate psychological profile fill,14
10700,right right lisa,10
10701,lisa like homework fill form,12
10924,lisa birthday,4
10702,right listen poem wrote,13
10703,o kay,1
10704,meditations turning lisa simpson cat named snowball died died mom said sleeping lied lied oh cat dead chrysler hit instead hamster named snuffy died,51
10705,deal,2
10706,dad maybe,6
10707,son different time let vote remember absentee ballot,17
10708,oh yeah,2
10709,home video finalists man breaking hip,9
10710,,
10711,dog fire ruff anybody order hot dog,9
10712,look,3
10713,finally baby nail gun,7
10714,awww,1
10715,okay time cast votes,8
10716,dog fire dog fire,6
10717,hey dad hear voices,6
10718,yes hearing right trying watch tv,12
10719,yes quick anger,6
10720,bart shut shut,8
10721,yes wet pants best occasional accident,16
10722,,
10723,pass,4
10724,,1
10725,careful men wets pants,6
10726,,
10727,,
10728,devil fly open,6
10729,right,1
10730,spill floor bugs gon na eat,15
10731,good,1
10732,arrghh,1
10925,happy birthday lisa,3
76768,,
10733,boy fair tell sane insane,14
10734,simple method,7
10735,stamp hand insane,9
10736,big white guy thinks little black guy,15
10737,,3
10738,hi michael jackson jacksons,7
10739,homer simpson simpsons,6
10740,believe heard popular entertainer,13
10741,oh course heard mean living rock know,27
10742,michael jackson,2
10743,ring bell,4
10744,thriller,1
10745,,5
10746,thriller,1
10747,nope,1
10748,billie jean lover girl says kid son hee hee hee,31
10749,wow thing feet,10
10750,moonwalk,2
10751,thing feet,6
10752,look raise heel bit little pressure ball foot,19
10753,,
10754,hee hee hee,3
10755,like nice guy,12
10756,wore pink shirt,6
10757,understand people thought crazy way dressed,12
10758,wear,3
10759,white glove covered rhinestones,6
10760,bbl bbl bbl,1
10761,,
10762,bart split second died bet scratchy appreciated birthday present relates,22
10763,hey want year gesture got sis,13
10764,,
10765,hey michael guys normal,15
10766,homer floyd idiot savant numbers multiply head like,24
10767,okay times,4
10768,,1
10769,wowww,1
10770,guy chief says word moves muscle,19
10771,hey chief,2
10772,hello,1
10773,time somebody reach,9
10774,gee got ta family,6
10775,oh embarrassing calling nut house mean think god,18
10776,,6
10777,oh great uh try good face tell places rich women lose weight,25
10778,,
10779,joe crematorium kill grill,8
10780,hello,4
10781,bart simpson hell,8
10782,michael jackson,3
10783,michael jackson way,5
10784,true father mental institution,10
10785,uh huh elvis,6
10786,big hospital,7
10787,aw come michael jackson dates grammys,17
10788,brooke shields diana ross emmanuel lewis bubbles,8
10789,shiver timbers michael jackson stay line friends relatives,21
10790,afraid bart father needs help want lobotomy,20
10791,hmmmm lobotomy,2
10792,right son,4
10793,probably size uh huh new bedlam asylum loves needs fears got michael jackson whoo hoo love man,32
10794,hey mom dad mental institution,7
10795,oh god mother right,6
10796,,
10797,homer worry family gon na know,14
10798,forget pal way ai pretty,14
10799,,2
10800,dating nurse,3
10801,,
10802,told kids going send father crazy house,15
10803,mom said poor house,6
10804,said crazy house,4
10805,poor house,2
10806,crazy house,2
10807,poor house,2
10808,crazy house,2
10809,hello reached new bedlam wrongly committed hotline operators currently busy stay line,21
10810,,
10811,wrong homer,3
10812,place strange mike ashamed admit guy scared,17
10813,scared maybe help,13
10814,homer need look found looking friend friend got friend,40
10815,pancakes football boobies,3
10816,bubbles gon na long night,7
10926,wish love good wish peace joy,13
10817,feel free express sessions want feel relaxed uninhibited,17
10818,okay working insurance company right huh youngest vp history firm okay job life monday morning got leave house,41
10819,door locked,4
10820,face,9
10821,raining,3
10822,homer dave suffers agoraphobia fear open areas crowds dave,18
10823,thank day knew long drive work,16
10824,gas,5
10825,baby,1
10826,mrs simpson sorry husband suffers persecution complex extreme paranoia bladder hostility,17
10827,doctor talked minutes mentioning son bart sane,21
10828,mean bart good lord,9
10829,mmm pancakes,2
10830,oh mr simpson got visitor,7
10831,,
10832,marge,1
10833,oh homie,2
10834,mr simpson talking wife believe threat,16
10835,flattering thing said writing,18
10836,course,2
10837,insane,2
10838,proud homer,5
10839,thanks lot michael helped find marbles come visit,20
10840,today voluntarily,8
10841,,3
80912,,
10842,got real depressed wall album got lousy grammy nomination,20
10843,,
10844,happy birthday happy birthday happy birthday overlooked middle child happy birthday,18
10845,joe taxidermy snuff stuff,8
10846,,
10847,boy home going wrap hands neck,15
10848,smother kisses,6
10849,homer got cut dose,9
10850,listen bringing michael jackson home stay days cute heard sure plenty cold cuts beer ice,38
10851,um homer vegetarian drink,9
10852,sure voluntarily,6
10853,yes homer sure tell anybody coming,12
10854,,
10855,yes dad solemnly swear tell living soul milhouse,16
10856,hello milhouse secret,7
10857,,1
10858,oh cares michael jackson coming house,11
10859,,
10860,michael jackson,2
10861,,
10862,michael jackson,2
10863,,
10864,michael jackson,2
10865,,
10866,aunt bella wait minute got line michael jackson,15
10867,,
10868,michael jackson,2
10869,,
10870,michael jackson,2
10871,,
10872,handed bulletin rock n rumor department,12
10873,right michael jackson thriller moonwalkin way right field,21
10874,check enjoy seldom heard extra longggg version gadda da vida,19
10875,michael jackson oh thing happens blue moon dare leave post,19
10876,,
10877,aye carumba,2
10878,exciting thing happen fair town uh dalai lama visited declare route currently known dalai lama expressway henceforth known michael jackson expressway,44
10879,guy pink shirt father family turns released mental hospital,24
10880,thanks everybody great sane,7
10881,guy wanna,9
10882,huh,1
10883,huh huh,2
10884,pounds,4
10885,white,2
10886,dressed flair,4
10887,hell think michael jackson visit jerkwater burg,14
10888,owe michael jackson,5
10889,face ya tool,10
10890,bart entire town howling blood join question today birthday promised afraid ask,35
10891,know maybe trust instinct ask,11
10892,thought oh bart,6
10893,come sane,5
10894,dear bart stationery mom dad gave birthday inform brother sister professional advises hug far distant family reunion rest assured purely,55
10895,hey bart,2
10896,hey,2
10927,wish better heart desire,8
10897,bart kid money know sisters birthdays rolled,23
10898,stiffed,2
10899,wrote song cared,11
10900,write song,8
10901,age gold records,12
10902,hey looney tunes michael jackson looks like look like big fat mental patient,18
10903,amazed hear,8
10904,leave,4
10905,look boy michael jackson guy working recording studio la willing work song choice long,31
10906,wait wait michael sit piano boil coffee,14
10907,lisa teeth big green lisa smells like gasoline lisa da da da deesa sis ta birthday missed ta,25
10908,uh,2
10909,bart got real feelings sister,12
10910,,4
10911,let look maybe help,10
10912,ah looks sad,4
10913,cause knows looking,8
10914,aware looking look exactly,19
10915,bart think happens turn,10
10916,training wheels come bike,8
10917,good good training wheels come bike start notice boys like hee hee hee,19
10918,putting commercial,8
10919,lisa lisa lisa,3
10920,huh bart,6
10921,right hope like present,18
10922,li sa birthday god bless day gave gift little sister proud today,25
10923,happy birthday lisa,3
10928,kiss boy,7
10929,lisa birthday happy birthday lisa,7
10930,lisa birthday happy birthday lisa,7
10931,yeah,1
10932,oh best present got thank bart thank michael,15
10933,work,6
10934,hey michael happened voice,7
10935,real voice leon kompowski brick layer patterson new jersey life angry day talked like sudden everybody smiling good earth kept tired point truly crazy,70
